,"Baboon 8B:1",,,,,"Baboon 9B:1",,,,,"Baboon 12B:1",,,,,"Baboon 11B:1",,,,,"Baboon 13B:1",,,,,"Baboon 5B:1",,,,,"Baboon 7B:1",,,,,
Peak,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,
"5-Octadecene, (E)-","Class1","1485","1.335","67774.523","115.227","Class1","1485","1.335","56162.795","180.213","Class1","1485","1.33","1887273.53","629.746","Class1","1485","1.33","288166.572","369.250","Class1","1485","1.335","39602.993","178.476","Class1","1485","1.335","566922.076","700.461","Class1","1485","1.33","390611.187","387.894",
"Naphthalene, 1,2,3-trimethyl-4-propenyl-, (E)-","Class1","1485","2.165","19693.537","223.290","Class1","1485","2.16","9102.976","116.579","Class1","1485","2.155","557966.575","5456.765","Class1","1485","2.155","38154.898","412.984","Class1","1485","2.16","6261.912","76.674","Class1","1485","2.16","122872.551","1299.307","Class1","1485","2.16","26278.993","237.045",
"Hexadecane","Class1","1490","1.3","159680.672","385.678","Class1","1490","1.295","178778.889","634.199","Class1","1490","1.295","1510107.00","1481.039","Class1","1490","1.295","707450.510","1462.891","Class1","1490","1.295","80764.512","359.159","Class1","1490","1.295","891430.441","1564.174","Class1","1490","1.29","889590.532","1291.272",
"2-Decanone","Class1","1490","1.56","58764.751","148.442","Class1","1490","1.555","150698.978","411.746","Class1","1490","1.55","298709.944","296.071","Class1","1490","1.555","363078.405","737.133","Class1","1490","1.555","128837.270","414.745","Class1","1490","1.555","261588.059","385.574","Class1","1490","1.555","168206.063","281.518",
"Analyte 1954","Class1","1495","1.91","19119.311","72.576","Class1","1495","1.91","14084.794","72.344","Class1","1495","1.9","147676.740","379.879","Class1","1495","1.905","196322.781","620.534","Class1","1495","1.92","25239.840","139.607","Class1","1495","1.915","56662.063","188.375","Class1","1495","1.91","40977.409","131.289",
"Benzene, (1-methyldecyl)-","Class1","1500","1.59","21047.273","46.803","Class1","1500","1.585","13672.524","56.886","Class1","1500","1.585","191224.040","281.346","Class1","1500","1.585","67064.418","103.081","Class1","1500","1.59","8652.906","42.104","Class1","1500","1.585","82253.148","165.783","Class1","1500","1.59","50069.180","99.707",
"Benzoic acid, 2-ethylhexyl ester","Class1","1505","1.825","86482.152","289.410","Class1","1505","1.82","62020.199","223.898","Class1","1505","1.825","813677.901","868.755","Class1","1505","1.825","312178.307","648.207","Class1","1505","1.825","63687.728","248.384","Class1","1505","1.83","482138.638","831.333","Class1","1505","1.83","165658.183","332.155",
"p-Anisic acid, 3,4-dichlorophenyl ester","Class1","1505","1.92","44002.625","232.339","Class1","1505","1.92","44102.748","269.860","Class1","1505","1.915","321578.383","1249.155","Class1","1505","1.915","470017.338","1474.487","Class1","1505","1.925","63333.400","390.632","Class1","1505","1.925","211794.308","860.933","Class1","1505","1.935","115218.509","533.999",
"Analyte 1964","Class1","1510","1.92","24887.676","95.792","Class1","1510","1.93","23956.292","99.382","Class1","1510","1.92","162146.492","351.843","Class1","1510","1.92","274086.411","712.116","Class1","1510","1.92","37670.931","188.724","Class1","1510","1.925","105171.435","258.816","Class1","1510","1.925","49742.496","161.352",
"1,1'-Biphenyl, 2,2'-diethyl-","Class1","1510","2.05","12387.985","131.592","Class1","1510","2.055","6804.237","80.154","Class1","1510","2.055","174590.518","1528.750","Class1","1510","2.055","29884.885","263.532","Class1","1510","2.07","4864.509","50.747","Class1","1510","2.055","74280.468","672.440","Class1","1510","2.055","28998.319","264.523",
"1,1'-Biphenyl, 2,2',5,5'-tetramethyl-","Class1","1510","2.21","13521.472","141.862","Class1","1510","2.215","9570.447","100.345","Class1","1510","2.21","217180.552","1896.463","Class1","1510","2.21","30465.093","276.193","Class1","1510","2.21","4950.541","52.442","Class1","1510","2.21","68045.636","667.823","Class1","1510","2.21","10501.168","101.149",
"64822","Class1","1520","1.045","35287.744","200.172","Class1","1520","1.04","80170.815","429.803","Class1","1520","1.045","174637.012","267.141","Class1","1520","1.04","197645.304","496.909","Class1","1520","1.04","49420.079","264.913","Class1","1520","1.045","317411.212","979.535","Class1","1520","1.04","92269.355","350.248",
"45997","Class1","1520","2.095","71194.411","823.776","Class1","1520","2.105","11327.216","141.145","Class1","1520","2.105","2509738.11","25018.996","Class1","1520","2.1","81151.950","788.718","Class1","1520","2.115","9684.390","115.404","Class1","1520","2.1","292632.769","3423.894","Class1","1520","2.1","57806.964","694.974",
"Decane, 2,6,8-trimethyl-","Class1","1525","1.29","49801.329","67.640","Class1","1530","1.29","51740.047","67.223","Class1","1525","1.3","1245035.34","274.832","Class1","1525","1.29","193348.233","250.094","Class1","1525","1.29","21703.871","50.241","Class1","1530","1.295","863654.253","285.209","Class1","1530","1.29","849889.863","367.328",
"46859","Class1","1535","1.315","32059.737","60.082","Class1","1540","1.29","44670.049","77.569","Class1","1545","1.315","1207450.56","206.092","Class1","1540","1.29","87618.576","152.255","Class1","1540","1.295","20756.457","28.681","Class1","1535","1.325","347593.548","332.455","Class1","1540","1.295","292362.036","201.998",
"hexadecanoic acid","Class1","1540","1.595","224849.550","1297.650","Class1","1540","1.595","430649.208","2662.026","Class1","1540","1.6","664700.938","1260.659","Class1","1540","1.6","1633339.46","5550.065","Class1","1540","1.6","396328.283","2536.713","Class1","1540","1.6","393178.636","1179.063","Class1","1540","1.6","362483.416","1378.806",
"Analyte 1985","Class1","1540","1.97","41481.568","193.784","Class1","1540","1.965","29834.763","202.899","Class1","1540","1.97","220077.928","695.030","Class1","1540","1.965","412190.028","1581.155","Class1","1540","1.975","44610.790","332.875","Class1","1540","1.97","175807.509","485.641","Class1","1545","1.965","72732.590","153.455",
"Analyte 1986","Class1","1545","1.415","30699.594","54.679","Class1","1545","1.42","23560.754","46.740","Class1","1540","1.43","402272.208","305.767","Class1","1540","1.43","105134.996","150.675","Class1","1540","1.43","10012.401","30.582","Class1","1545","1.42","246299.241","401.745","Class1","1545","1.42","105530.316","152.127",
"Phenol, 2-methyl-4-(1,1,3,3-tetramethylbutyl)-","Class1","1550","1.985","11866.522","60.861","Class1","1550","1.995","9581.791","59.372","Class1","1550","1.99","74658.404","336.878","Class1","1550","1.99","101743.754","477.516","Class1","1550","2","15495.153","118.703","Class1","1550","1.995","43504.805","189.872","Class1","1550","2","21541.772","104.344",
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","Class1","1555","2.055","32962.971","376.419","Class1","1555","2.065","5630.826","68.714","Class1","1555","2.06","121850.292","1017.111","Class1","1555","2.055","92772.076","790.715","Class1","1555","2.065","5541.574","64.696","Class1","1555","2.06","833563.845","6145.328","Class1","1555","2.055","233596.009","2107.848",
"docosane","Class1","1570","1.31","225842.917","334.619","Class1","1570","1.31","382393.184","620.676","Class1","1570","1.31","2846453.14","580.715","Class1","1570","1.305","1328323.94","1277.057","Class1","1570","1.31","120615.332","228.078","Class1","1570","1.31","2156408.41","1409.797","Class1","1570","1.31","553281.517","855.682",
"Anthracene","Class1","1570","2.75","72487.239","261.031","Class1","1570","2.745","98468.637","428.282","Class1","1570","2.74","266282.801","862.231","Class1","1570","2.735","372506.624","1491.913","Class1","1575","2.725","55125.087","139.740","Class1","1570","2.74","406220.721","1141.752","Class1","1575","2.725","123106.847","345.128",
"63121","Class1","1590","1.095","39032.127","236.257","Class1","1590","1.09","50910.058","306.432","Class1","1590","1.095","109564.899","227.020","Class1","1590","1.095","96655.430","348.120","Class1","1590","1.095","39328.174","265.203","Class1","1590","1.095","98415.080","323.623","Class1","1590","1.095","84740.110","369.056",
"isopropyl tetradecanoate","Class1","1590","1.47","7607.600","72.653","Class1","1590","1.47","13571.691","142.893","Class1","1590","1.475","29092.792","165.310","Class1","1590","1.475","45447.912","360.302","Class1","1590","1.475","6901.729","87.410","Class1","1590","1.465","46190.108","289.488","Class1","1590","1.475","17051.075","160.041",
"2,4-Diphenyl-4-methyl-2(E)-pentene","Class1","1610","2.155","8948.545","75.030","Class1","1610","2.145","6683.925","61.491","Class1","1610","2.155","105676.964","448.092","Class1","1610","2.155","17863.509","132.059","Class1","1610","2.15","4488.518","41.406","Class1","1610","2.145","29066.071","178.871","Class1","1610","2.16","17975.394","151.985",
"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester","Class1","1630","2.12","123702.023","766.415","Class1","1630","2.12","315899.063","2095.296","Class1","1630","2.125","624276.057","2685.150","Class1","1630","2.125","825921.223","3550.317","Class1","1630","2.12","261506.763","1921.264","Class1","1630","2.105","844060.764","3605.550","Class1","1630","2.125","286081.427","1474.039",
"64822","Class1","1640","1.04","137551.682","768.723","Class1","1640","1.04","142007.268","790.186","Class1","1640","1.045","254228.124","417.866","Class1","1640","1.04","481642.202","1217.501","Class1","1640","1.04","80019.157","497.154","Class1","1640","1.04","742021.477","2377.101","Class1","1640","1.04","241968.845","969.406",
"docosane","Class1","1645","1.32","78559.377","162.964","Class1","1645","1.32","250034.610","330.677","Class1","1645","1.32","343732.421","211.687","Class1","1645","1.32","486075.698","517.014","Class1","1645","1.32","61052.643","124.008","Class1","1645","1.32","670075.676","541.515","Class1","1645","1.32","425525.845","328.279",
"hexadecanoic acid","Class1","1690","1.63","2554334.88","12918.940","Class1","1690","1.64","6533218.02","19495.146","Class1","1690","1.645","9057598.87","10664.631","Class1","1690","1.645","15335082.2","26910.248","Class1","1690","1.645","9450522.17","27800.107","Class1","1690","1.625","2812575.94","7531.973","Class1","1690","1.625","4424782.96","15905.714",
"Dibutyl phthalate","Class1","1700","2.19","802111.917","3513.285","Class1","1700","2.19","1084754.32","5778.030","Class1","1700","2.195","1643270.77","5288.978","Class1","1700","2.19","2135654.22","7338.867","Class1","1700","2.19","910408.796","5034.374","Class1","1700","2.2","2088569.94","6405.341","Class1","1700","2.19","2179911.46","8135.606",
"isopropyl tetradecanoate","Class1","1735","1.485","40921.425","352.734","Class1","1735","1.485","46831.184","504.464","Class1","1735","1.49","87123.782","431.075","Class1","1735","1.485","127821.159","930.562","Class1","1735","1.485","38628.384","455.390","Class1","1735","1.49","164370.945","1051.684","Class1","1735","1.485","74193.504","618.854",
"64822","Class1","1745","1.045","129530.539","934.149","Class1","1745","1.045","172249.127","1111.743","Class1","1745","1.05","241734.772","553.967","Class1","1745","1.045","527871.591","2078.514","Class1","1745","1.045","81556.646","549.146","Class1","1745","1.05","617638.026","1745.507","Class1","1745","1.045","255829.401","1179.103",
"74341","Class1","1785","4.925","2210678.00","3436.238","Class1","1785","4.94","2054920.16","3221.152","Class1","1785","4.95","814277.376","1866.205","Class1","1785","4.945","1987791.16","2862.006","Class1","1785","4.925","392801.088","849.169","Class1","1790","4.89","35088732.8","34958.969","Class1","1785","4.94","4815839.69","8099.659",
"octadecanoic acid","Class1","1830","1.625","910297.034","4223.913","Class1","1830","1.635","2412230.84","12011.424","Class1","1830","1.635","3185566.05","5182.714","Class1","1830","1.64","6228581.29","15201.743","Class1","1830","1.64","3395147.95","17896.295","Class1","1830","1.61","1539215.69","4189.363","Class1","1830","1.63","1580252.67","5488.003",
"64822","Class1","1845","1.05","97184.883","788.245","Class1","1845","1.05","135026.915","1036.676","Class1","1845","1.045","196475.064","545.893","Class1","1845","1.05","428249.057","1989.767","Class1","1845","1.05","88729.335","705.521","Class1","1845","1.045","329469.886","1265.129","Class1","1845","1.05","155415.724","838.022",
"Nonanamide","Class1","1845","1.99","159457.602","656.427","Class1","1845","1.99","164185.023","657.497","Class1","1845","1.99","302357.895","321.717","Class1","1845","1.99","357823.364","976.985","Class1","1845","1.985","356149.739","1761.510","Class1","1845","1.965","204500.832","568.070","Class1","1845","2.005","162138.356","393.878",
"Pentadecane","Class1","1850","1.365","253987.585","253.961","Class1","1850","1.345","935316.871","621.806","Class1","1850","1.36","324847.901","190.507","Class1","1850","1.36","810423.643","605.072","Class1","1850","1.36","75121.811","202.264","Class1","1850","1.35","511744.622","652.468","Class1","1850","1.36","306101.928","306.745",
"heptacosane","Class1","1860","2.29","292222.179","244.979","Class1","1860","2.295","345116.089","313.495","Class1","1860","2.29","938740.391","269.418","Class1","1860","2.3","1054410.57","405.244","Class1","1860","2.295","371914.254","390.989","Class1","1860","2.26","1187580.92","340.871","Class1","1860","2.295","1198210.61","528.392",
"docosane","Class1","1915","1.37","331963.310","362.595","Class1","1915","1.36","826845.532","692.432","Class1","1915","1.37","472677.486","246.065","Class1","1915","1.37","935370.508","742.954","Class1","1915","1.365","190184.055","318.102","Class1","1915","1.37","962237.955","1018.331","Class1","1915","1.365","385769.441","457.747",
"64822","Class1","1935","1.055","108022.647","468.954","Class1","1940","1.05","80694.516","447.488","Class1","1935","1.055","129361.415","286.590","Class1","1935","1.055","305799.625","1056.155","Class1","1940","1.05","65821.272","395.997","Class1","1940","1.05","142503.649","437.281","Class1","1940","1.05","78225.983","272.837",
"47065","Class1","1950","3.57","351053.134","241.505","Class1","1950","3.575","343733.564","292.494","Class1","1950","3.575","496405.376","182.857","Class1","1950","3.575","298466.308","153.629","Class1","1950","3.56","176272.526","192.909","Class1","1950","3.575","347084.136","175.884","Class1","1950","3.57","771801.532","446.894",
"45494","Class1","1960","2.08","569280.835","2227.213","Class1","1960","2.08","525572.575","2057.322","Class1","1960","2.08","1065702.82","1255.871","Class1","1960","2.08","1262784.66","2661.565","Class1","1960","2.085","645074.979","2761.828","Class1","1960","2.08","956229.583","2549.817","Class1","1960","2.09","734874.882","1873.004",
"docosane","Class1","1975","1.395","314502.038","507.901","Class1","1975","1.39","280217.099","729.896","Class1","1975","1.395","512857.468","379.448","Class1","1975","1.395","1378364.52","1094.916","Class1","1975","1.39","187276.340","514.061","Class1","1975","1.395","1051798.16","1119.942","Class1","1975","1.395","387757.575","695.850",
"Dodecanamide","Class1","1975","2.01","198318.431","978.272","Class1","1975","2.005","241135.197","1262.767","Class1","1975","2.01","490361.615","780.718","Class1","1975","2.01","480948.620","1495.405","Class1","1975","2.005","380626.709","2196.789","Class1","1975","2.005","506314.577","1157.418","Class1","1975","2.015","296400.947","1044.165",
"56824","Class1","1985","4.53","165764.079","453.366","Class1","1985","4.535","169712.243","306.970","Class1","1985","4.545","317625.552","447.180","Class1","1985","4.53","401346.228","531.110","Class1","1985","4.53","109771.767","182.769","Class1","1985","4.525","743663.352","830.255","Class1","1985","4.525","373449.156","558.645",
"tetracosane","Class1","1990","2","314400.557","258.205","Class1","1990","2","351666.795","352.422","Class1","1985","2.005","795604.447","206.955","Class1","1990","2","804252.188","319.905","Class1","1990","2","336225.816","450.147","Class1","1990","2","744839.824","479.161","Class1","1990","2","889953.848","496.956",
"Cyclotetrasiloxane, octamethyl-","Class1","1985","0.74","203768.410","625.503","Class1","1990","0.74","331364.446","630.749","Class1","1995","0.74","448704.419","1067.124","Class1","1995","0.74","637275.940","1342.247","Class1","1995","0.74","701220.449","1065.626","Class1","1990","0.74","346308.026","1177.279","Class1","1995","0.74","348674.919","1174.833",
"Cyclotrisiloxane, hexamethyl-","Class1","1990","0.73","451521.676","2689.501","Class1","1995","0.73","371148.199","2824.208","Class1","1995","0.725","3717147.50","4370.588","Class1","1995","0.725","1022310.99","5668.637","Class1","1995","0.73","2924282.24","3827.662","Class1","1995","0.73","4652846.29","4674.799","Class1","1995","0.73","4651123.59","5236.151",
"Isoflurane","Class1","2000","0.73","1942582.62","13199.796","Class1","2000","0.73","2162604.30","15547.984","Class1","2000","0.73","867973.792","4681.482","Class1","2000","0.73","1475412.55","23696.602","Class1","2000","0.73","1844387.84","15265.658","Class1","2000","0.73","5187197.18","21371.178","Class1","2000","0.735","4355513.19","26621.945",
"47032","Class1","2000","0.75","263280.057","2703.145","Class1","2000","0.75","336970.394","2797.216","Class1","2000","0.75","764821.302","4251.805","Class1","2000","0.75","723259.109","5560.985","Class1","2000","0.755","360052.001","3737.209","Class1","2000","0.75","610868.099","4603.054","Class1","2000","0.755","592045.025","5198.324",
"Cyclotetrasiloxane, octamethyl-","Class1","2000","0.765","46440.314","593.171","Class1","2000","0.765","75197.191","624.584","Class1","2000","0.765","92454.546","1035.457","Class1","2000","0.765","124301.478","1374.793","Class1","2000","0.765","118414.347","1059.566","Class1","2000","0.765","69252.611","1123.462","Class1","2000","0.765","127860.248","1178.190",
"Dodecane, 2,7,10-trimethyl-","Class1","2000","0.775","203308.417","189.623","Class1","2000","0.775","180874.497","193.389","Class1","2000","0.775","1328812.10","302.922","Class1","2000","0.775","740356.349","417.095","Class1","2000","0.775","234511.678","325.851","Class1","2000","0.78","2921744.37","1515.456","Class1","2000","0.78","1196685.91","783.686",
"Analyte 2213","Class1","2000","1.075","14472.597","210.064","Class1","2000","1.075","15853.664","232.355","Class1","2000","1.08","38938.022","511.650","Class1","2000","1.075","25850.360","540.641","Class1","2000","1.075","18507.587","266.710","Class1","2000","1.075","45149.446","602.099","Class1","2000","1.075","37415.547","547.432",
"Analyte 2222","Class1","2010","1.085","4128.010","93.605","Class1","2010","1.085","4446.063","107.293","Class1","2010","1.085","11304.115","231.988","Class1","2010","1.085","12746.479","265.175","Class1","2010","1.085","5424.979","127.929","Class1","2010","1.085","12398.701","291.581","Class1","2010","1.085","10946.481","245.012",
"Analyte 2227","Class1","2015","1.1","3008.359","67.145","Class1","2015","1.105","3436.923","79.045","Class1","2015","1.1","8057.660","172.955","Class1","2015","1.1","8599.841","190.767","Class1","2015","1.095","3835.610","96.855","Class1","2015","1.1","9114.048","205.730","Class1","2015","1.1","8537.793","183.438",
"Isoflurane","Class1","2020","0.735","3716384.53","16666.273","Class1","2020","0.74","4172810.34","21486.791","Class1","2020","0.74","1521948.97","3779.525","Class1","2020","0.74","6713890.17","27520.922","Class1","2020","0.74","3256839.87","22012.100","Class1","2020","0.74","6222657.78","24129.201","Class1","2020","0.74","8191775.44","148547.250",
"47032","Class1","2020","0.76","62722.973","1799.076","Class1","2020","0.76","65885.856","1890.668","Class1","2020","0.76","154745.503","3010.737","Class1","2020","0.76","176655.636","3719.546","Class1","2020","0.76","84378.384","2345.965","Class1","2020","0.76","144923.806","3016.083","Class1","2020","0.76","140191.341","3425.744",
"Isoflurane","Class1","2025","0.745","3655023.87","16416.234","Class1","2025","0.745","4123307.80","21035.137","Class1","2025","0.75","1505095.28","3705.313","Class1","2025","0.75","6686041.18","27171.074","Class1","2025","0.75","3175875.98","21272.305","Class1","2025","0.75","6241103.77","24001.586","Class1","2025","0.75","8072168.77","145934.641",
"47032","Class1","2025","0.77","56227.931","1612.931","Class1","2025","0.77","59129.667","1644.169","Class1","2025","0.77","131501.829","2592.656","Class1","2025","0.77","156075.198","3266.405","Class1","2025","0.77","72855.181","2027.629","Class1","2025","0.77","127512.255","2671.356","Class1","2025","0.77","120989.090","2876.448",
"Isoflurane","Class1","2030","0.76","617720.967","11754.681","Class1","2030","0.76","703702.672","14391.719","Class1","2030","0.76","279445.229","4411.988","Class1","2030","0.76","1333465.49","21051.170","Class1","2030","0.76","554963.914","13197.714","Class1","2030","0.76","1238759.09","19580.596","Class1","2030","0.76","1361927.90","24469.115",
"47032","Class1","2030","0.78","49182.226","1320.890","Class1","2030","0.78","52975.938","1460.981","Class1","2030","0.78","112363.791","2184.419","Class1","2030","0.78","135091.712","2720.394","Class1","2030","0.785","65156.320","1770.552","Class1","2035","0.795","95457.319","1965.718","Class1","2030","0.785","105721.604","2481.539",
